local_model,round,epoch,internal_epoch,average_loss,accuracy,correct_data,total_data
42,23,23,1,0.0007748282514512539,98.73150105708245,467,473
23,23,23,1,0.0032609000336378813,92.80442804428044,503,542
93,23,23,1,0.002964947372674942,94.28571428571428,594,630
39,23,23,1,0.0015437384136021137,96.34888438133873,475,493
96,23,23,1,0.0014598360285162926,96.61016949152543,513,531
66,23,23,1,0.0033590716775506735,93.45156889495226,685,733
69,23,23,1,0.004316864535212517,91.50521609538002,614,671
31,23,23,1,0.001047819503583014,97.6510067114094,582,596
72,23,23,1,0.0038760302122682333,92.19858156028369,390,423
24,23,23,1,0.004176876973360777,90.98532494758909,434,477
65,23,23,1,0.0028542960062623024,94.04186795491142,584,621
46,23,23,1,0.0012411196948960423,97.84615384615385,636,650
60,23,23,1,0.0023840321227908134,95.27145359019265,544,571
61,23,23,1,0.0018900377908721566,96.16724738675958,276,287
97,23,23,1,0.0008126070024445653,98.20143884892086,1092,1112
20,23,23,1,0.0016973555320873857,97.00996677740864,584,602
89,23,23,1,0.001966129057109356,96.48609077598829,659,683
79,23,23,1,0.0027144195046275854,94.70499243570349,626,661
56,23,23,1,0.001160327228717506,97.76223776223776,699,715
15,23,23,1,0.0028349128551781178,93.97163120567376,265,282
75,23,23,1,0.006333451252430677,89.64613368283094,684,763
52,23,23,1,0.0028814245015382767,93.40937896070976,737,789
53,23,23,1,0.00291558844037354,93.76114081996435,526,561
43,23,23,1,0.0012715146876871586,98.37587006960557,424,431
7,23,23,1,0.0006341800908558071,98.6284289276808,791,802
55,23,23,1,0.004377002827823162,91.2,342,375
85,23,23,1,0.0024901952128857374,94.2998760842627,761,807
91,23,23,1,0.0007414869614876807,99.02319902319903,811,819
95,23,23,1,0.002152233151718974,96.5,579,600
59,23,23,1,0.0020795795135200024,95.4968944099379,615,644
34,23,23,1,0.0041378638707101345,91.50401836969002,797,871
26,23,23,1,0.0017911860486492515,98.26589595375722,510,519
36,23,23,1,0.0010417647426947951,97.77777777777777,308,315
8,23,23,1,0.0008852680330164731,98.58356940509914,696,706
76,23,23,1,0.0027693260926753283,94.33551198257081,433,459
13,23,23,1,0.0028457229491323233,93.8288920056101,669,713
4,23,23,1,0.001768895541317761,96.52406417112299,722,748
2,23,23,1,0.0026541303377598524,94.50354609929079,533,564
94,23,23,1,0.0014833128079771996,96.274217585693,646,671
21,23,23,1,0.0011242869077250361,97.08879184861718,667,687
14,23,23,1,0.0024126116186380386,94.65317919075144,655,692
84,23,23,1,0.001449016504921019,96.66666666666667,406,420
49,23,23,1,0.001465663779526949,97.46478873239437,346,355
22,23,23,1,0.0020737340673804283,95.41984732824427,250,262
37,23,23,1,0.00109926238656044,98.68421052631578,450,456
5,23,23,1,0.0025006006471812725,93.77162629757785,542,578
67,23,23,1,0.0019019992323592305,96.82539682539682,427,441
78,23,23,1,0.005546997766941786,91.9931856899489,540,587
32,23,23,1,0.00257809367030859,96.4406779661017,569,590
35,23,23,1,0.0031910899560898542,93.96825396825396,592,630
16,23,23,1,0.0006980617181397974,99.02080783353733,809,817
44,23,23,1,0.0007042915094643831,98.75222816399287,554,561
27,23,23,1,0.0029340912587940693,94.63087248322147,705,745
28,23,23,1,0.0018333476036787033,95.90834697217676,586,611
6,23,23,1,0.0011064710561186075,97.93103448275862,426,435
1,23,23,1,0.001143939676694572,97.57462686567165,523,536
70,23,23,1,0.0018777943914756179,97.53521126760563,554,568
86,23,23,1,0.0013964878162369132,98.121387283237,679,692
63,23,23,1,0.004142411984503269,91.74917491749174,278,303
71,23,23,1,0.001774970325641334,96.4349376114082,541,561
82,23,23,1,0.001620879746042192,97.30061349693251,793,815
57,23,23,1,0.0009567029774188995,98.2791586998088,514,523
99,23,23,1,0.004224949050694704,93.1179775280899,663,712
45,23,23,1,0.001235993579030037,98.2998454404946,636,647
92,23,23,1,0.006450954359024763,86.57937806873977,529,611
54,23,23,1,0.0012765699066221714,97.23557692307693,809,832
90,23,23,1,0.0027518353890627623,95.28455284552845,586,615
40,23,23,1,0.0004897802136838436,99.19678714859438,494,498
9,23,23,1,0.0011445992859080434,98.22834645669292,499,508
83,23,23,1,0.0024274769239127636,95.55555555555556,344,360
77,23,23,1,0.00217662681825459,96.11650485436894,594,618
38,23,23,1,0.0014878559159114957,97.9035639412998,467,477
10,23,23,1,0.0024119121953845024,95.11343804537522,545,573
48,23,23,1,0.006386313587427139,87.87878787878788,319,363
19,23,23,1,0.001954937120899558,95.65217391304348,572,598
0,23,23,1,0.0011725729564204812,98.16091954022988,427,435
17,23,23,1,0.0012544442433863878,97.15370018975332,512,527
87,23,23,1,0.0018015181412920356,96.07843137254902,637,663
64,23,23,1,0.0027537436690181494,95.23026315789474,579,608
30,23,23,1,0.001845581573434174,96.16252821670429,426,443
11,23,23,1,0.00110778515227139,97.83393501805054,542,554
58,23,23,1,0.0015540517633780837,97.53886010362694,753,772
41,231,24,1,0.019809914752840996,46.92442882249561,267,569
41,232,24,2,0.01386178471148014,49.73637961335677,283,569
41,233,24,3,0.01226914580911398,50.790861159929705,289,569
41,234,24,4,0.011965901590883732,52.899824253075565,301,569
41,235,24,5,0.011972643435001373,49.38488576449912,281,569
41,236,24,6,0.011441002599895,50.61511423550088,288,569
41,237,24,7,0.011482127010822296,51.14235500878734,291,569
41,238,24,8,0.011461650021374226,50.26362038664324,286,569
41,239,24,9,0.011349780485033989,54.6572934973638,311,569
41,240,24,10,0.011489680968225002,49.03339191564148,279,569
73,231,24,1,0.017008764669299126,69.34865900383141,362,522
73,232,24,2,0.010836306028068066,69.34865900383141,362,522
73,233,24,3,0.007176562678068876,71.64750957854406,374,522
73,234,24,4,0.007948017679154873,72.03065134099617,376,522
73,235,24,5,0.008042683824896812,68.77394636015326,359,522
73,236,24,6,0.008215883746743202,71.455938697318,373,522
73,237,24,7,0.007867936976253986,69.92337164750958,365,522
73,238,24,8,0.007695026230067015,71.26436781609196,372,522
73,239,24,9,0.007105305790901184,73.9463601532567,386,522
73,240,24,10,0.007392137311398983,72.03065134099617,376,522
51,231,24,1,0.021896228194236755,52.467532467532465,202,385
51,232,24,2,0.013047993183135986,59.480519480519476,229,385
51,233,24,3,0.014720069244503975,55.32467532467532,213,385
51,234,24,4,0.011817320249974728,70.3896103896104,271,385
51,235,24,5,0.008792607113718987,81.55844155844156,314,385
51,236,24,6,0.008422927930951118,82.5974025974026,318,385
51,237,24,7,0.0060882288962602615,88.57142857142857,341,385
51,238,24,8,0.006327520124614239,95.06493506493506,366,385
51,239,24,9,0.003854711540043354,96.36363636363636,371,385
51,240,24,10,0.003886477556079626,97.14285714285714,374,385
74,231,24,1,0.013341601938009262,68.2615629984051,428,627
74,232,24,2,0.004465669859200716,89.15470494417863,559,627
74,233,24,3,0.001963202143087983,96.49122807017544,605,627
74,234,24,4,0.0017511410405859351,96.01275917065391,602,627
74,235,24,5,0.0014320220798254013,97.28867623604465,610,627
74,236,24,6,0.0014859535731375217,96.49122807017544,605,627
74,237,24,7,0.0012348851887509227,98.08612440191388,615,627
74,238,24,8,0.0010844733333215117,98.08612440191388,615,627
74,239,24,9,0.0011066950391978025,97.7671451355662,613,627
74,240,24,10,0.0008234569686464965,98.72408293460924,619,627
3,231,24,1,0.024294989183545113,50.0,258,516
3,232,24,2,0.01498321071267128,50.1937984496124,259,516
3,233,24,3,0.016879504546523094,50.3875968992248,260,516
3,234,24,4,0.014451287686824799,48.643410852713174,251,516
3,235,24,5,0.012993790209293365,53.100775193798455,274,516
3,236,24,6,0.01329893246293068,50.968992248062015,263,516
3,237,24,7,0.013498635962605476,48.25581395348838,249,516
3,238,24,8,0.012768922373652458,49.6124031007752,256,516
3,239,24,9,0.012638983316719532,52.71317829457365,272,516
3,240,24,10,0.012971960008144379,51.162790697674424,264,516
18,231,24,1,0.020492367446422577,48.484848484848484,368,759
18,232,24,2,0.012963435612618923,49.93412384716733,379,759
18,233,24,3,0.011586698703467846,55.072463768115945,418,759
18,234,24,4,0.011634474620223045,54.54545454545454,414,759
18,235,24,5,0.011491064913570881,56.258234519104086,427,759
18,236,24,6,0.011255603283643723,57.57575757575758,437,759
18,237,24,7,0.01086108386516571,62.71409749670619,476,759
18,238,24,8,0.010452396236360073,66.40316205533597,504,759
18,239,24,9,0.010405799373984337,70.2239789196311,533,759
18,240,24,10,0.00994264055043459,72.72727272727273,552,759
29,231,24,1,0.019548572599887848,50.790513833992094,257,506
29,232,24,2,0.011238989420235157,65.21739130434783,330,506
29,233,24,3,0.006377921439707279,86.7588932806324,439,506
29,234,24,4,0.004608330316841602,91.699604743083,464,506
29,235,24,5,0.003367955330759287,95.8498023715415,485,506
29,236,24,6,0.002084799110889435,98.41897233201581,498,506
29,237,24,7,0.0017568141920492053,98.41897233201581,498,506
29,238,24,8,0.0012004169402644038,99.01185770750988,501,506
29,239,24,9,0.0008890969329513609,99.01185770750988,501,506
29,240,24,10,0.0011301941704005003,99.01185770750988,501,506
62,231,24,1,0.01228275615721941,71.89655172413794,417,580
62,232,24,2,0.004789287690073252,93.62068965517241,543,580
62,233,24,3,0.0025930374395102262,92.75862068965517,538,580
62,234,24,4,0.0015818366082385182,96.37931034482759,559,580
62,235,24,5,0.0014780176570639014,97.06896551724138,563,580
62,236,24,6,0.0012719928054139018,97.58620689655172,566,580
62,237,24,7,0.0009644164820201695,97.75862068965517,567,580
62,238,24,8,0.001461646519601345,97.75862068965517,567,580
62,239,24,9,0.000918626959901303,97.93103448275862,568,580
62,240,24,10,0.00100483070127666,97.58620689655172,566,580
33,231,24,1,0.021564988419413567,48.040885860306645,282,587
33,232,24,2,0.015041641891002655,50.4258943781942,296,587
33,233,24,3,0.014408282935619354,50.596252129471885,297,587
33,234,24,4,0.013536644168198109,50.08517887563884,294,587
33,235,24,5,0.012726177461445332,51.618398637137986,303,587
33,236,24,6,0.012814034707844257,51.27768313458262,301,587
33,237,24,7,0.01296642329543829,48.722316865417376,286,587
33,238,24,8,0.01262541115283966,52.98126064735945,311,587
33,239,24,9,0.012572238221764565,49.23339011925042,289,587
33,240,24,10,0.012567472644150257,48.89267461669506,287,587
88,231,24,1,0.01557235512882471,63.89645776566758,469,734
88,232,24,2,0.010436516255140305,64.44141689373298,473,734
88,233,24,3,0.010058730840682983,62.26158038147139,457,734
88,234,24,4,0.009114077314734459,65.9400544959128,484,734
88,235,24,5,0.009192174300551414,63.48773841961853,466,734
88,236,24,6,0.008833217434585094,65.25885558583107,479,734
88,237,24,7,0.008905029855668545,63.35149863760218,465,734
88,238,24,8,0.008418327197432518,70.43596730245231,517,734
88,239,24,9,0.008594471961259842,68.39237057220708,502,734
88,240,24,10,0.008612114004790783,67.98365122615803,499,734
15,24,24,1,0.0012118330923840404,97.87234042553192,276,282
59,24,24,1,0.0012465664185583591,98.13664596273291,632,644
63,24,24,1,0.003195601049810648,95.37953795379538,289,303
57,24,24,1,0.0024120521266013384,95.79349904397706,501,523
99,24,24,1,0.0036386854480952024,94.66292134831461,674,712
40,24,24,1,0.002889297902584076,93.37349397590361,465,498
7,24,24,1,0.0008085769368335605,98.75311720698254,792,802
52,24,24,1,0.004344558343291283,89.9873257287706,710,789
42,24,24,1,0.0017741358606144786,95.9830866807611,454,473
47,24,24,1,0.0034627222921699286,93.63295880149812,500,534
19,24,24,1,0.0010845568031072617,97.15719063545151,581,598
2,24,24,1,0.0020824079401791096,95.92198581560284,541,564
71,24,24,1,0.0017294274875894189,96.2566844919786,540,561
93,24,24,1,0.0025025643408298492,93.80952380952381,591,630
43,24,24,1,0.001378328655846417,97.91183294663574,422,431
91,24,24,1,0.002279992215335369,95.84859584859585,785,819
49,24,24,1,0.002833958249539137,94.92957746478872,337,355
5,24,24,1,0.002585318870842457,94.29065743944636,545,578
26,24,24,1,0.003880235366523266,94.41233140655106,490,519
84,24,24,1,0.002787731122225523,95.95238095238095,403,420
58,24,24,1,0.0017578346887603402,95.72538860103627,739,772
11,24,24,1,0.0009560671169310808,98.37545126353791,545,554
12,24,24,1,0.0011541276471689343,97.79310344827586,709,725
8,24,24,1,0.003102721646428108,92.91784702549575,656,706
95,24,24,1,0.008884835988283157,87.83333333333333,527,600
13,24,24,1,0.0014750623377040029,97.47545582047685,695,713
27,24,24,1,0.0018048622878268361,96.10738255033557,716,745
89,24,24,1,0.005988212302327156,88.72620790629576,606,683
68,24,24,1,0.002237643813714385,96.17486338797814,528,549
30,24,24,1,0.0016965519171208143,97.06546275395034,430,443
37,24,24,1,0.00423357542604208,91.66666666666666,418,456
31,24,24,1,0.0011825304245576262,97.6510067114094,582,596
60,24,24,1,0.0017504403367638588,96.6725043782837,552,571
1,24,24,1,0.0007194894715212286,98.88059701492537,530,536
87,24,24,1,0.003837605006992817,92.15686274509804,611,663
0,24,24,1,0.004756397567689419,90.80459770114942,395,435
77,24,24,1,0.003381652757525444,94.1747572815534,582,618
80,24,24,1,0.002638898091390729,95.11278195488721,506,532
67,24,24,1,0.0030303318053483963,94.10430839002267,415,441
55,24,24,1,0.002235690364614129,96.0,360,375
14,24,24,1,0.003728091949597001,92.77456647398844,642,692
23,24,24,1,0.001794969430193305,97.04797047970479,526,542
78,24,24,1,0.0038152560591697693,93.35604770017035,548,587
64,24,24,1,0.0012034336104989052,97.86184210526315,595,608
24,24,24,1,0.0019618987571448088,97.06498951781971,463,477
86,24,24,1,0.0031559376511722803,94.94219653179191,657,692
81,24,24,1,0.0017734668217599392,97.16981132075472,618,636
85,24,24,1,0.002559063257649541,94.17596034696406,760,807
28,24,24,1,0.003209423739463091,93.61702127659575,572,611
56,24,24,1,0.0020002713426947594,96.36363636363636,689,715
34,24,24,1,0.0022802595049142838,95.06314580941446,828,871
35,24,24,1,0.0011516797821968794,97.93650793650794,617,630
46,24,24,1,0.0012488656211644411,97.6923076923077,635,650
66,24,24,1,0.0031767445616424084,93.99727148703957,689,733
17,24,24,1,0.0011694837594404817,98.4819734345351,519,527
65,24,24,1,0.0021488715428858995,96.61835748792271,600,621
6,24,24,1,0.0012359885731711984,97.93103448275862,426,435
90,24,24,1,0.002574814483523369,95.44715447154472,587,615
20,24,24,1,0.0020829723216593266,96.3455149501661,580,602
4,24,24,1,0.001255161827430129,98.2620320855615,735,748
50,24,24,1,0.0022565340623259544,96.0167714884696,458,477
72,24,24,1,0.00182826176751405,96.2174940898345,407,423
70,24,24,1,0.003135421546176076,93.66197183098592,532,568
45,24,24,1,0.002530668629333377,95.5177743431221,618,647
38,24,24,1,0.0013377642026171088,98.32285115303984,469,477
32,24,24,1,0.0026587483007460833,95.76271186440678,565,590
94,24,24,1,0.0013020408805459738,97.61549925484351,655,671
10,24,24,1,0.0032909295987337828,94.06631762652705,539,573
79,24,24,1,0.0016488704131916165,97.2768532526475,643,661
22,24,24,1,0.0009246148401871324,98.09160305343512,257,262
16,24,24,1,0.001216186210513115,98.1640146878825,802,817
53,24,24,1,0.0012543548364192247,97.86096256684492,549,561
98,24,24,1,0.0038843881338834763,91.97080291970804,504,548
82,24,24,1,0.002292369259521365,95.33742331288344,777,815
36,24,24,1,0.0012611850397661328,98.09523809523809,309,315
44,24,24,1,0.0006638361955992877,98.93048128342245,555,561
97,24,24,1,0.0012582495110109448,97.75179856115108,1087,1112
61,24,24,1,0.0018881094874814153,97.21254355400697,279,287
92,24,24,1,0.003571116365492344,92.47135842880525,565,611
76,24,24,1,0.002411474473774433,96.07843137254902,441,459
39,24,24,1,0.0015799521934241056,97.3630831643002,480,493
25,24,24,1,0.0006490513915196061,99.1554054054054,587,592
96,24,24,1,0.0015371148474514484,96.7984934086629,514,531
21,24,24,1,0.0010236077941954136,97.5254730713246,670,687
9,24,24,1,0.0034559746272861958,93.89763779527559,477,508
54,24,24,1,0.0019463347271084785,96.39423076923077,802,832
83,24,24,1,0.0015022201696410775,96.11111111111111,346,360
75,24,24,1,0.006792396306991577,88.59764089121887,676,763
69,24,24,1,0.001841675490140915,96.87034277198212,650,671
48,24,24,1,0.003663119627162814,91.73553719008265,333,363
41,241,25,1,0.023821508511900902,49.91212653778559,284,569
41,242,25,2,0.014623465947806835,51.66959578207382,294,569
41,243,25,3,0.012685528956353664,49.91212653778559,284,569
41,244,25,4,0.011602694168686867,54.833040421792624,312,569
41,245,25,5,0.01195319090038538,50.96660808435852,290,569
41,246,25,6,0.01171621773391962,49.91212653778559,284,569
41,247,25,7,0.011898846365511417,48.85764499121266,278,569
41,248,25,8,0.011472886428236961,48.68189806678383,277,569
41,249,25,9,0.011912493035197258,48.154657293497365,274,569
41,250,25,10,0.011476676911115646,50.43936731107206,287,569
73,241,25,1,0.01487315259873867,67.62452107279694,353,522
73,242,25,2,0.009487912058830261,70.88122605363985,370,522
73,243,25,3,0.012485588900744915,69.34865900383141,362,522
73,244,25,4,0.008172206580638885,68.39080459770115,357,522
73,245,25,5,0.00752544030547142,71.64750957854406,374,522
73,246,25,6,0.007762513123452663,71.455938697318,373,522
73,247,25,7,0.007615491282194853,72.22222222222221,377,522
73,248,25,8,0.007625093217939138,73.9463601532567,386,522
73,249,25,9,0.007480138912796974,73.5632183908046,384,522
73,250,25,10,0.007398834452033043,71.64750957854406,374,522
51,241,25,1,0.024864237755537033,48.83116883116883,188,385
51,242,25,2,0.015518700703978539,51.688311688311686,199,385
51,243,25,3,0.013643911108374596,57.4025974025974,221,385
51,244,25,4,0.011508956551551819,72.72727272727273,280,385
51,245,25,5,0.010107269510626793,74.54545454545455,287,385
51,246,25,6,0.0077636814676225185,85.45454545454545,329,385
51,247,25,7,0.0064011323265731335,84.67532467532467,326,385
51,248,25,8,0.004615302663296461,91.68831168831169,353,385
51,249,25,9,0.003599772695451975,95.06493506493506,366,385
51,250,25,10,0.0037182944361120462,94.54545454545455,364,385
74,241,25,1,0.010893996804952621,73.3652312599681,460,627
74,242,25,2,0.0029785726219415665,92.50398724082935,580,627
74,243,25,3,0.001585205551236868,96.17224880382776,603,627
74,244,25,4,0.0011497933883219957,98.56459330143541,618,627
74,245,25,5,0.0010313960956409574,97.7671451355662,613,627
74,246,25,6,0.0011110886698588729,98.24561403508771,616,627
74,247,25,7,0.0007372571853920817,98.24561403508771,616,627
74,248,25,8,0.0006688797730021179,98.40510366826156,617,627
74,249,25,9,0.0007285979227162898,98.40510366826156,617,627
74,250,25,10,0.0008637335849925876,97.92663476874003,614,627
3,241,25,1,0.02534428797662258,46.31782945736434,239,516
3,242,25,2,0.021207965910434723,49.6124031007752,256,516
3,243,25,3,0.015511736273765564,51.162790697674424,264,516
3,244,25,4,0.014761259779334068,51.356589147286826,265,516
3,245,25,5,0.013804835267364979,51.162790697674424,264,516
3,246,25,6,0.013061118312180042,49.224806201550386,254,516
3,247,25,7,0.01271914504468441,50.58139534883721,261,516
3,248,25,8,0.012773656286299229,50.3875968992248,260,516
3,249,25,9,0.012849734164774418,52.51937984496124,271,516
3,250,25,10,0.0126069700345397,51.162790697674424,264,516
18,241,25,1,0.021548641845583916,50.72463768115942,385,759
18,242,25,2,0.012985740788280964,50.59288537549407,384,759
18,243,25,3,0.012004207819700241,53.75494071146245,408,759
18,244,25,4,0.01177437137812376,50.988142292490124,387,759
18,245,25,5,0.011552033014595509,53.62318840579711,407,759
18,246,25,6,0.01155168004333973,53.75494071146245,408,759
18,247,25,7,0.01151711493730545,49.93412384716733,379,759
18,248,25,8,0.011294223368167877,52.83267457180501,401,759
18,249,25,9,0.011280427686870098,56.916996047430835,432,759
18,250,25,10,0.011106123216450214,56.126482213438734,426,759
29,241,25,1,0.02297085151076317,50.19762845849802,254,506
29,242,25,2,0.0132692139595747,61.6600790513834,312,506
29,243,25,3,0.007276509888470173,85.7707509881423,434,506
29,244,25,4,0.0055923149921,91.50197628458498,463,506
29,245,25,5,0.004561475943773985,94.46640316205533,478,506
29,246,25,6,0.0032416791655123234,96.6403162055336,489,506
29,247,25,7,0.0020893774926662445,98.41897233201581,498,506
29,248,25,8,0.0019316008547320962,97.62845849802372,494,506
29,249,25,9,0.0014409372815862298,98.61660079051383,499,506
29,250,25,10,0.0013604611158370972,99.2094861660079,502,506
62,241,25,1,0.011171304620802402,72.58620689655172,421,580
62,242,25,2,0.0036405480932444334,93.96551724137932,545,580
62,243,25,3,0.0018243250669911504,96.72413793103448,561,580
62,244,25,4,0.00171548908110708,96.55172413793103,560,580
62,245,25,5,0.001191068789921701,97.93103448275862,568,580
62,246,25,6,0.0012049716897308826,97.58620689655172,566,580
62,247,25,7,0.00167418597266078,97.24137931034483,564,580
62,248,25,8,0.0010539420181885362,97.58620689655172,566,580
62,249,25,9,0.0011065017897635698,97.75862068965517,567,580
62,250,25,10,0.001302501535974443,97.41379310344827,565,580
33,241,25,1,0.022979004308581352,49.74446337308348,292,587
33,242,25,2,0.01491051260381937,49.57410562180579,291,587
33,243,25,3,0.015193969942629337,49.063032367972745,288,587
33,244,25,4,0.013288597576320171,51.618398637137986,303,587
33,245,25,5,0.013322657905519009,51.4480408858603,302,587
33,246,25,6,0.013131541199982166,52.29982964224872,307,587
33,247,25,7,0.012842771597206593,50.76660988074957,298,587
33,248,25,8,0.0127320671454072,50.08517887563884,294,587
33,249,25,9,0.012626946903765202,52.12947189097103,306,587
33,250,25,10,0.012720273807644844,51.10732538330494,300,587
88,241,25,1,0.015005004592239857,62.26158038147139,457,734
88,242,25,2,0.010090505704283714,63.21525885558583,464,734
88,243,25,3,0.009599359706044197,63.89645776566758,469,734
