model,epoch,average_loss,accuracy,correct_data,total_data
74,29,0.009883092605139367,99.55396966993756,8928,8968
3,29,0.527373168295138,91.23550401427298,8182,8968
18,29,0.1883085878511075,96.442908117752,8649,8968
29,29,0.2575733157059213,89.66324710080286,8041,8968
62,29,0.021892582806181178,99.11909009812668,8889,8968
33,29,0.4206670126034467,87.45539696699376,7843,8968
88,29,0.21581660060878316,97.50223015165031,8744,8968
global,29,3.8559699177635665,4.159232827832293,373,8968
41,30,0.43079329092623825,94.30196253345228,8457,8968
73,30,0.07777762547281573,99.93309545049064,8962,8968
51,30,0.22774401922559867,93.87823371989296,8419,8968
74,30,0.005867882985651288,99.74353256021409,8945,8968
3,30,0.5383745130420688,93.81132917038359,8413,8968
18,30,0.09776164883752682,96.29794826048172,8636,8968
29,30,0.2837237499780574,88.58162355040142,7944,8968
62,30,0.016867806397083098,99.24174843889384,8900,8968
33,30,0.42391803531004424,92.56244424620874,8301,8968
88,30,0.16593738007928302,98.29393398751115,8815,8968
global,30,4.221051869490229,2.4977698483496877,224,8968
41,31,0.5006155981005143,84.84611953612846,7609,8968
73,31,0.14130693727258484,98.0486173059768,8793,8968
51,31,0.1307218341716797,96.08608385370205,8617,8968
74,31,0.006433712314129259,99.74353256021409,8945,8968
3,31,0.4827718764516948,96.3314005352364,8639,8968
18,31,0.0876145367905245,96.90008920606601,8690,8968
29,31,0.26846843569753004,89.47368421052632,8024,8968
62,31,0.019626815333105372,99.26404995539697,8902,8968
33,31,0.4064302253840121,94.91525423728814,8512,8968
88,31,0.15915375615633778,97.44647636039251,8739,8968
global,31,4.081228819412381,3.6909009812667257,331,8968
41,32,0.4882387427694557,90.07582515611061,8078,8968
73,32,0.09561128252377796,99.49821587867976,8923,8968
51,32,0.1979174727804952,92.56244424620874,8301,8968
74,32,0.007400681685548721,99.74353256021409,8945,8968
3,32,0.4113381871360418,95.85191793041928,8596,8968
18,32,0.07654997559154637,97.10080285459412,8708,8968
29,32,0.25193983430074435,90.59991079393399,8125,8968
62,32,0.018619863635494418,99.25289919714541,8901,8968
33,32,0.3328481651011798,92.30597680642283,8278,8968
88,32,0.14538565599737585,98.31623550401427,8817,8968
global,32,3.974721912397645,3.467885816235504,311,8968
41,33,0.5049925134396787,80.48617305976806,7218,8968
73,33,0.07117155169026326,99.3978590544157,8914,8968
51,33,0.20176518037848767,93.23148974130241,8361,8968
74,33,0.007876059071582066,99.72123104371097,8943,8968
3,33,0.5739474769259648,94.33541480820696,8460,8968
18,33,0.08355135477939746,96.71052631578947,8673,8968
29,33,0.3539276626908173,85.49286351471899,7667,8968
62,33,0.02165868208555872,99.1413916146298,8891,8968
33,33,0.39629377915219044,97.26806422836754,8723,8968
88,33,0.08128272351226458,97.46877787689563,8741,8968
global,33,4.0728359264948875,4.125780553077609,370,8968
41,34,0.43962909609584483,88.52586975914363,7939,8968
73,34,0.03620085933052143,99.44246208742194,8918,8968
51,34,0.220384173952608,92.25022301516503,8273,8968
74,34,0.013118296504295841,99.47591436217664,8921,8968
3,34,0.39437144893710896,95.64005352363961,8577,8968
18,34,0.08504208243127172,96.40945584299733,8646,8968
29,34,0.2938345703400213,88.61507582515611,7947,8968
62,34,0.01654809047349034,99.37555753791257,8912,8968
33,34,0.31343847686004467,97.81445138269402,8772,8968
88,34,0.10206603462227108,96.68822479928635,8671,8968
global,34,3.657646121987267,4.9955396966993755,448,8968
41,35,0.41822126699174544,92.55129348795718,8300,8968
73,35,0.07764411495664522,99.67662801070473,8939,8968
51,35,0.1211150124383281,96.56556645851919,8660,8968
74,35,0.012250217803167377,99.46476360392506,8920,8968
3,35,0.5017706946960844,95.4393398751115,8559,8968
18,35,0.08953096499927442,96.01917930419268,8611,8968
29,35,0.4215974398189948,82.90588760035682,7435,8968
62,35,0.027519838827459456,98.89607493309545,8869,8968
33,35,0.26796981051604096,99.30865298840321,8906,8968
88,35,0.04977655007996589,98.05976806422836,8794,8968
global,35,4.178603424545274,4.047725245316681,363,8968
41,36,0.33198238982354605,97.39072256913471,8734,8968
73,36,0.029137847127590617,99.05218554861732,8883,8968
51,36,0.10467254608391013,96.71052631578947,8673,8968
74,36,0.007743766338436364,99.65432649420161,8937,8968
3,36,0.36998180889530335,99.68777876895629,8940,8968
18,36,0.0511043911755938,97.94826048171275,8784,8968
29,36,0.4059655662629351,83.80909901873326,7516,8968
62,36,0.02687354361998577,98.86262265834077,8866,8968
33,36,0.30841037672242344,93.20918822479929,8359,8968
88,36,0.05996351737618765,97.62488849241748,8755,8968
global,36,3.459553881695396,6.445138269402319,578,8968
41,37,0.336460016328878,93.30954504906333,8368,8968
73,37,0.020088216074701667,99.36440677966102,8911,8968
51,37,0.11408305899252538,95.98572702943801,8608,8968
74,37,0.005581405070364802,99.74353256021409,8945,8968
3,37,0.4595054629708272,90.51070472792149,8117,8968
18,37,0.058870888166844076,97.5914362176628,8752,8968
29,37,0.39234893429396306,84.52274754683319,7580,8968
62,37,0.012706327103287394,99.44246208742194,8918,8968
33,37,0.559064815663313,75.84745762711864,6802,8968
88,37,0.04968149369594165,98.01516503122212,8790,8968
global,37,3.9882300633814163,5.073595004460303,455,8968
41,38,0.465141775111446,78.73550401427298,7061,8968
73,38,0.027703235963115223,98.82917038358609,8863,8968
51,38,0.22295984096765306,91.52542372881356,8208,8968
74,38,0.009009302535737966,99.5985727029438,8932,8968
3,38,0.3466024081373087,95.10481712756467,8529,8968
18,38,0.04558507422833512,98.17127564674398,8804,8968
29,38,0.3753983507615769,85.950044603033,7708,8968
62,38,0.020957159287716617,99.18599464763605,8895,8968
33,38,0.44135135273971693,82.14763603925067,7367,8968
88,38,0.05536075694408404,97.84790365744871,8775,8968
global,38,3.376420046579189,8.028545941123996,720,8968
41,39,0.5534987905852822,75.33452274754683,6756,8968
73,39,0.026046279224631087,98.98528099910794,8877,8968
51,39,0.1714019859799522,94.99330954504906,8519,8968
74,39,0.011622198048080642,99.542818911686,8927,8968
3,39,0.49862679070813865,78.89161462979483,7075,8968
18,39,0.09534508677118064,96.29794826048172,8636,8968
29,39,0.39321179543085977,83.41882247992864,7481,8968
62,39,0.020656786653205726,99.21944692239072,8898,8968
33,39,0.6764801672055826,72.52453166815343,6504,8968
88,39,0.048903522385744566,98.01516503122212,8790,8968
global,39,3.9177626976469178,5.831846565566458,523,8968
41,40,0.4761317155118716,76.2042818911686,6834,8968
73,40,0.023615133688169514,99.02988403211418,8881,8968
51,40,0.13397348573120654,95.70695807314897,8583,8968
74,40,0.004304501615802552,99.82158786797503,8952,8968
3,40,0.41799482941148963,81.13291703835861,7276,8968
18,40,0.01721026641277249,99.30865298840321,8906,8968
29,40,0.4267417859090002,84.40008920606601,7569,8968
62,40,0.022115264733898434,99.08563782337198,8886,8968
33,40,0.677127501030887,72.53568242640499,6505,8968
88,40,0.05635070667067193,97.94826048171275,8784,8968
global,40,3.378119233460643,9.455842997323819,848,8968
41,41,0.6765758441453742,67.85236396074933,6085,8968
73,41,0.022570733315751487,99.07448706512044,8885,8968
51,41,0.18081783000662272,93.4879571810883,8384,8968
74,41,0.00720131577380326,99.67662801070473,8939,8968
3,41,0.7475307618901732,70.82961641391614,6352,8968
18,41,0.2662345944059702,92.65165031222124,8309,8968
29,41,0.6343477899000965,74.26404995539697,6660,8968
62,41,0.012973737312119878,99.46476360392506,8920,8968
33,41,0.8028417769337636,68.80017841213203,6170,8968
88,41,0.04779576756023569,98.1378233719893,8801,8968
global,41,3.697873177005179,7.3037466547725245,655,8968
41,42,0.6055571953703738,71.40945584299733,6404,8968
73,42,0.016200214994940027,99.37555753791257,8912,8968
51,42,0.19429448496859378,93.1757359500446,8356,8968
74,42,0.006595054139993258,99.74353256021409,8945,8968
3,42,0.5503279460954623,78.83586083853702,7070,8968
18,42,0.03219465866255392,98.71766280107047,8853,8968
29,42,0.4697463076950502,81.9692239072257,7351,8968
62,42,0.020672622272723692,99.21944692239072,8898,8968
33,42,0.8909535261534028,65.58876003568243,5882,8968
88,42,0.045029991744197397,98.32738626226583,8818,8968
global,42,3.060907649738676,15.666815343443355,1405,8968
41,43,0.634664400042858,71.54326494201607,6416,8968
73,43,0.023318687097908762,99.11909009812668,8889,8968
51,43,0.2095699854773352,92.39518287243533,8286,8968
74,43,0.01043775074055583,99.53166815343444,8926,8968
3,43,0.7790476217746309,68.58831400535237,6151,8968
18,43,0.07206924873110394,97.43532560214095,8738,8968
29,43,0.5864006788116762,75.56868867082962,6777,8968
62,43,0.016883705175259056,99.35325602140945,8910,8968
33,43,1.2867238723625571,55.50847457627118,4978,8968
88,43,0.058022723116984226,97.92595896520963,8782,8968
global,43,3.569195653369233,9.177074041034789,823,8968
41,44,0.5446386786043166,75.94781445138268,6811,8968
73,44,0.020928658375950208,99.15254237288136,8892,8968
51,44,0.2931799318086452,88.65967885816235,7951,8968
74,44,0.013353825495895958,99.49821587867976,8923,8968
3,44,0.5164361785927806,79.82827832292597,7159,8968
18,44,0.08240624746086739,97.31266726137378,8727,8968
29,44,1.2026914661213504,52.642729705619985,4721,8968
62,44,0.02636064924557848,98.89607493309545,8869,8968
33,44,1.2542428514661796,64.16146297948261,5754,8968
88,44,0.06863686223198157,97.90365744870651,8780,8968
global,44,2.9620378740550577,21.54326494201606,1932,8968
41,45,1.1860136346663883,56.28902765388047,5048,8968
73,45,0.023653057734791982,99.09678858162356,8887,8968
51,45,0.1876969295391858,93.36529884032115,8373,8968
74,45,0.01097462570141237,99.52051739518288,8925,8968
3,45,0.4138267914914957,84.76806422836754,7602,8968
18,45,0.22322457092319822,93.6663693131133,8400,8968
29,45,1.3601634432225223,52.69848349687779,4726,8968
62,45,0.023876882779863093,98.9406779661017,8873,8968
33,45,0.627963746197515,77.82114183764496,6979,8968
88,45,0.062117107817525406,97.74754683318466,8766,8968
global,45,3.3586315309012393,11.830954504906334,1061,8968
41,46,0.8924749897698224,64.38447814451382,5774,8968
73,46,0.02983209347198896,98.80686886708297,8861,8968
51,46,0.41621977896375595,81.31132917038359,7292,8968
74,46,0.00762653686774217,99.71008028545941,8942,8968
3,46,0.5140677934826537,82.58251561106155,7406,8968
18,46,0.03716819957613174,98.58385370205174,8841,8968
29,46,1.522322933552629,52.854594112399646,4740,8968
62,46,0.015554771246968814,99.33095450490633,8908,8968
33,46,0.8527346775002186,71.23104371097234,6388,8968
88,46,0.04864379645900154,98.27163247100803,8813,8968
global,46,2.9011062803702306,23.929527207850136,2146,8968
41,47,0.7897532255281624,70.39473684210526,6313,8968
73,47,0.024395415767629304,99.08563782337198,8886,8968
51,47,0.14928172894294087,94.45807314897414,8471,8968
74,47,0.0071623646886308555,99.74353256021409,8945,8968
3,47,0.6279125955623777,76.52765388046387,6863,8968
18,47,0.1556101504384717,95.08251561106155,8527,8968
29,47,1.3185425779842883,57.18108831400536,5128,8968
62,47,0.020528009094162466,99.1079393398751,8888,8968
33,47,1.0071372318411385,67.60704727921498,6063,8968
88,47,0.04027941622838955,98.58385370205174,8841,8968
global,47,3.156914868384573,13.693131132917038,1228,8968
41,48,0.5499012177539233,76.42729705619982,6854,8968
73,48,0.01689985583312635,99.3978590544157,8914,8968
51,48,0.19395193501469496,92.56244424620874,8301,8968
74,48,0.005331871133255051,99.81043710972347,8951,8968
3,48,0.7543789186613779,74.75468331846565,6704,8968
18,48,0.00793961613013513,99.69892952720785,8941,8968
29,48,0.9190926666136409,66.50312221231044,5964,8968
62,48,0.027400362690624902,99.06333630686886,8884,8968
33,48,0.8799174423998323,70.94112399643176,6362,8968
88,48,0.03848173077813084,98.70651204281891,8852,8968
global,48,2.8050385957100263,27.31935771632471,2450,8968
41,49,0.6948440016033818,73.36083853702053,6579,8968
73,49,0.051402902847278886,98.31623550401427,8817,8968
51,49,0.177159253012698,94.09009812667261,8438,8968
74,49,0.004848099398814513,99.83273862622659,8953,8968
3,49,1.0254933851622343,71.55441570026761,6417,8968
18,49,0.19014541609387223,94.05664585191793,8435,8968
29,49,0.7434894901423663,71.03033006244425,6370,8968
62,49,0.01525285437444424,99.30865298840321,8906,8968
33,49,0.9657119461048617,69.85950044603032,6265,8968
88,49,0.0447583692946525,98.47234611953613,8831,8968
global,49,3.0727850418873497,17.584745762711865,1577,8968
41,50,0.7700062181990025,74.68777876895629,6698,8968
73,50,0.0467360078623638,98.37198929527207,8822,8968
51,50,0.2222764945849045,91.24665477252452,8183,8968
74,50,0.004301174814783072,99.84388938447815,8954,8968
3,50,0.6695408497826528,82.57136485280999,7405,8968
18,50,0.04199428787385591,98.48349687778769,8832,8968
29,50,0.8749022595484697,69.60303300624442,6242,8968
62,50,0.020539497350879267,99.11909009812668,8889,8968
33,50,0.6596070785643691,78.23371989295272,7016,8968
88,50,0.05633504659929321,98.20472792149866,8807,8968
global,50,2.791234053850812,30.33006244424621,2720,8968
41,51,0.7144888385326122,76.08162355040142,6823,8968
73,51,0.03500615428358213,98.7957181088314,8860,8968
51,51,0.1871629059912901,92.96387154326494,8337,8968
74,51,0.0032501475970129253,99.84388938447815,8954,8968
3,51,0.762813402221843,76.4607493309545,6857,8968
18,51,0.1301094855129525,95.88537020517394,8599,8968
29,51,1.2136792344349394,61.418376449598576,5508,8968
62,51,0.015148115681960388,99.53166815343444,8926,8968
33,51,0.8585002051066544,70.9299732381802,6361,8968
88,51,0.05395056880326372,98.30508474576271,8816,8968
global,51,2.9015996181784094,27.77653880463872,2491,8968
41,52,1.3386782255691678,60.08028545941124,5388,8968
73,52,0.01743903698574958,99.29750223015165,8905,8968
51,52,0.30312470263609603,87.4107939339875,7839,8968
74,52,0.005857540732345882,99.72123104371097,8943,8968
3,52,0.596383581727238,86.42952720785013,7751,8968
18,52,0.060989363939209736,97.82560214094559,8773,8968
29,52,0.26750550301036036,89.11685994647635,7992,8968
62,52,0.02918669393635147,98.82917038358609,8863,8968
33,52,1.3154471990362435,55.028991971454055,4935,8968
88,52,0.06667663047261421,97.75869759143622,8767,8968
global,52,2.719512997303128,34.645405887600354,3107,8968
41,53,0.9866779655563735,74.98884924174844,6725,8968
73,53,0.033638107873153106,98.72881355932203,8854,8968
51,53,0.2415700275434329,90.28768956289028,8097,8968
74,53,0.0044357155709079405,99.77698483496877,8948,8968
3,53,0.8757906416688617,78.86931311329171,7073,8968
18,53,0.1362780650881768,95.99687778768956,8609,8968
29,53,1.1108650911024487,70.35013380909902,6309,8968
62,53,0.02338232341932588,99.1971454058876,8896,8968
33,53,0.6622516226412248,81.19982158786797,7282,8968
88,53,0.03848381158969522,98.66190900981266,8848,8968
global,53,2.743837740461705,35.057983942908116,3144,8968
41,54,1.1975927826126807,69.7256913470116,6253,8968
73,54,0.07184095505761111,97.80330062444246,8771,8968
51,54,0.1673788326617121,93.67752007136485,8401,8968
74,54,0.0076222363311219355,99.74353256021409,8945,8968
3,54,0.6998408403476895,80.99910793933988,7264,8968
18,54,0.04088265026003487,98.75111507582515,8856,8968
29,54,0.48016865736240794,83.30731489741302,7471,8968
62,54,0.01812308267075712,99.18599464763605,8895,8968
33,54,1.7541989378371907,51.048171275646745,4578,8968
88,54,0.08207704177762679,97.47992863514719,8742,8968
global,54,2.499973937510168,40.74487065120429,3654,8968
41,55,0.7967751129305225,78.11106155218555,7005,8968
73,55,0.01958395812802626,99.40900981266726,8915,8968
51,55,0.09821581210554484,96.69937555753792,8672,8968
74,55,0.0021859875922580997,99.93309545049064,8962,8968
3,55,0.5813946179467371,81.06601248884924,7270,8968
18,55,0.16286698727387466,95.39473684210526,8555,8968
29,55,0.9553775044555222,76.01471900089206,6817,8968
62,55,0.02611820686636112,98.9406779661017,8873,8968
33,55,1.2104289527454086,69.77029438001784,6257,8968
88,55,0.062279974882961164,97.87020517395183,8777,8968
global,55,2.4014893279981657,43.577163247100806,3908,8968
41,56,0.8269480806073368,79.6721677074041,7145,8968
73,56,0.037736554257853716,98.82917038358609,8863,8968
51,56,0.18473059181572601,93.5771632471008,8392,8968
74,56,0.0003495924533754149,99.98884924174844,8967,8968
3,56,0.4150456556457159,89.3621766280107,8014,8968
18,56,0.007177696231667809,99.75468331846565,8946,8968
29,56,0.2510899350871261,91.32471008028546,8190,8968
62,56,0.013365605128966404,99.52051739518288,8925,8968
33,56,0.5784591231146208,85.31445138269402,7651,8968
88,56,0.05481878762432714,98.07091882247992,8795,8968
global,56,2.1641052204195033,49.38670829616414,4429,8968
41,57,0.6823561559236018,78.63514719000892,7052,8968
73,57,0.011445587969842907,99.53166815343444,8926,8968
51,57,0.24823063036408624,91.3135593220339,8189,8968
74,57,0.0021254237386275393,99.93309545049064,8962,8968
3,57,0.6193735993514626,84.56735057983943,7584,8968
18,57,0.1134216005666336,96.71052631578947,8673,8968
29,57,0.028328817149006494,98.96297948260482,8875,8968
62,57,0.007882154479734064,99.72123104371097,8943,8968
33,57,1.0799599304250262,74.06333630686886,6642,8968
88,57,0.08462239470655625,96.9335414808207,8693,8968
global,57,2.064654169286818,52.55352363960749,4713,8968
41,58,0.7778542655371429,81.34478144513827,7295,8968
73,58,0.009305480047236542,99.72123104371097,8943,8968
51,58,0.21767415619105512,92.89696699375558,8331,8968
74,58,0.0007404574512620484,99.98884924174844,8967,8968
3,58,0.19883929835879605,95.46164139161462,8561,8968
18,58,0.09206677383719238,97.17885816235504,8715,8968
29,58,0.514726091006789,85.6378233719893,7680,8968
62,58,0.006382800212054117,99.75468331846565,8946,8968
33,58,0.6144352696178004,83.96520963425513,7530,8968
88,58,0.022131962260695855,99.28635147190009,8904,8968
global,58,1.8264131745943313,57.59366636931311,5165,8968
41,59,0.7516688432787062,82.6828724353256,7415,8968
73,59,0.005287181382301802,99.7992863514719,8950,8968
51,59,0.0909404789412427,96.83318465655665,8684,8968
74,59,0.003917749834387202,99.7992863514719,8950,8968
3,59,0.9517564922438255,73.9406779661017,6631,8968
18,59,0.017259403184822174,99.3421052631579,8909,8968
29,59,0.8123340878127198,81.04371097234612,7268,8968
62,59,0.015399551350176472,99.48706512042818,8922,8968
33,59,0.5724881242538647,85.45941123996433,7664,8968
88,59,0.018698767184819304,99.42016057091882,8916,8968
global,59,1.739109053383652,60.53746654772525,5429,8968
41,60,0.7834372016386089,83.3742194469224,7477,8968
73,60,0.014785836444229303,99.48706512042818,8922,8968
51,60,0.08686717881561057,96.90008920606601,8690,8968
74,60,0.00023000750146655885,100.0,8968,8968
3,60,1.4700316267817495,69.82604817127564,6262,8968
18,60,0.07448139486885814,97.52453166815343,8746,8968
29,60,0.2726475187942027,91.07939339875112,8168,8968
62,60,0.04437938679872042,98.26048171275646,8812,8968
33,60,0.8727780364646537,79.44915254237289,7125,8968
88,60,0.07469046006313991,97.81445138269402,8772,8968
global,60,1.6351109605937213,62.87912578055308,5639,8968
