model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
29,29_trigger,,27,0.016524177003921035,99.84388938447815,8954,8968
62,62_trigger,,27,0.013004917628775673,99.53166815343444,8926,8968
33,33_trigger,,27,0.44688595221257443,93.78902765388047,8411,8968
88,88_trigger,,27,0.31443061552656004,95.22747546833185,8540,8968
global,combine,,27,3.804849276470351,4.058876003568242,364,8968
global,global_in_41_trigger,,27,4.621684603559237,1.5165031222123104,136,8968
global,global_in_73_trigger,,27,4.596668862743531,1.5276538804638715,137,8968
global,global_in_51_trigger,,27,4.399974668164215,1.9179304192685103,172,8968
global,global_in_74_trigger,,27,3.8048493664356133,4.058876003568242,364,8968
global,global_in_3_trigger,,27,4.621684569529823,1.5165031222123104,136,8968
global,global_in_18_trigger,,27,4.596668967809346,1.5276538804638715,137,8968
global,global_in_29_trigger,,27,4.399974496315676,1.9179304192685103,172,8968
global,global_in_62_trigger,,27,3.8048491728933236,4.058876003568242,364,8968
global,global_in_33_trigger,,27,4.621684521037909,1.5165031222123104,136,8968
global,global_in_88_trigger,,27,4.596668881885076,1.5276538804638715,137,8968
41,41_trigger,,28,0.5179051282573873,83.36306868867082,7476,8968
73,73_trigger,,28,0.2349996840337044,94.70338983050848,8493,8968
51,51_trigger,,28,0.013946326304954891,99.98884924174844,8967,8968
74,74_trigger,,28,0.008946551294774119,99.60972346119536,8933,8968
3,3_trigger,,28,0.5767825066671107,88.1578947368421,7906,8968
18,18_trigger,,28,0.14381737432822278,99.46476360392506,8920,8968
29,29_trigger,,28,0.021343836435395145,99.74353256021409,8945,8968
62,62_trigger,,28,0.01145413041511097,99.55396966993756,8928,8968
33,33_trigger,,28,0.44057565757358425,91.00133809099019,8161,8968
88,88_trigger,,28,0.263478474463872,93.68867082961641,8402,8968
global,combine,,28,4.598179913758168,1.5722569134701159,141,8968
global,global_in_41_trigger,,28,5.393804943635994,0.5686886708296164,51,8968
global,global_in_73_trigger,,28,5.365013328861914,0.5798394290811775,52,8968
global,global_in_51_trigger,,28,5.190153298050458,0.6913470115967886,62,8968
global,global_in_74_trigger,,28,4.5981796683210225,1.5722569134701159,141,8968
global,global_in_3_trigger,,28,5.393804985747392,0.5686886708296164,51,8968
global,global_in_18_trigger,,28,5.365013342473679,0.5798394290811775,52,8968
global,global_in_29_trigger,,28,5.1901532142530264,0.6913470115967886,62,8968
global,global_in_62_trigger,,28,4.598179940130963,1.5722569134701159,141,8968
global,global_in_33_trigger,,28,5.393804944486728,0.5686886708296164,51,8968
global,global_in_88_trigger,,28,5.365013298660809,0.5798394290811775,52,8968
41,41_trigger,,29,0.4591143761331965,85.00223015165031,7623,8968
73,73_trigger,,29,0.26830635216489207,94.94870651204282,8515,8968
51,51_trigger,,29,0.013803875941141816,99.97769848349688,8966,8968
74,74_trigger,,29,0.009883088396715098,99.55396966993756,8928,8968
3,3_trigger,,29,0.5971592732777455,88.54817127564675,7941,8968
18,18_trigger,,29,0.15425153556516616,99.02988403211418,8881,8968
29,29_trigger,,29,0.016181272214459693,99.78813559322035,8949,8968
62,62_trigger,,29,0.021892584210226808,99.11909009812668,8889,8968
33,33_trigger,,29,0.4279266999408031,92.6628010704728,8310,8968
88,88_trigger,,29,0.2959901281066711,95.45049063336307,8560,8968
global,combine,,29,3.8559699177635665,4.159232827832293,373,8968
global,global_in_41_trigger,,29,4.747904313450728,1.2823371989295274,115,8968
global,global_in_73_trigger,,29,4.717290655828607,1.3380909901873328,120,8968
global,global_in_51_trigger,,29,4.4928867708456295,1.7172167707404102,154,8968
global,global_in_74_trigger,,29,3.855970249124981,4.159232827832293,373,8968
global,global_in_3_trigger,,29,4.747904387464702,1.2823371989295274,115,8968
global,global_in_18_trigger,,29,4.7172906656120634,1.3380909901873328,120,8968
global,global_in_29_trigger,,29,4.492886624944519,1.7172167707404102,154,8968
global,global_in_62_trigger,,29,3.8559700279337927,4.159232827832293,373,8968
global,global_in_33_trigger,,29,4.7479044321283075,1.2823371989295274,115,8968
global,global_in_88_trigger,,29,4.717290680499932,1.3380909901873328,120,8968
41,41_trigger,,30,0.5322097912098445,82.14763603925067,7367,8968
73,73_trigger,,30,0.16130837500361223,98.27163247100803,8813,8968
51,51_trigger,,30,0.027347898816924135,99.76583407671723,8947,8968
74,74_trigger,,30,0.005867881788117545,99.74353256021409,8945,8968
3,3_trigger,,30,0.5727283483525667,92.25022301516503,8273,8968
18,18_trigger,,30,0.024716858093250447,99.60972346119536,8933,8968
29,29_trigger,,30,0.007424288304700424,99.9107939339875,8960,8968
62,62_trigger,,30,0.01686781198107226,99.24174843889384,8900,8968
33,33_trigger,,30,0.42843092208351014,94.09009812667261,8438,8968
88,88_trigger,,30,0.2134473949644206,97.2792149866191,8724,8968
global,combine,,30,4.221051869490229,2.4977698483496877,224,8968
global,global_in_41_trigger,,30,5.135502192508313,0.7582515611061552,68,8968
global,global_in_73_trigger,,30,5.099388075342782,0.7582515611061552,68,8968
global,global_in_51_trigger,,30,4.882461233504855,0.9589652096342551,86,8968
global,global_in_74_trigger,,30,4.221052074942814,2.4977698483496877,224,8968
global,global_in_3_trigger,,30,5.135501931332564,0.7582515611061552,68,8968
global,global_in_18_trigger,,30,5.09938816892367,0.7582515611061552,68,8968
global,global_in_29_trigger,,30,4.882461310496403,0.9589652096342551,86,8968
global,global_in_62_trigger,,30,4.221052067286196,2.4977698483496877,224,8968
global,global_in_33_trigger,,30,5.135502164859415,0.7582515611061552,68,8968
global,global_in_88_trigger,,30,5.099388123409329,0.7582515611061552,68,8968
41,41_trigger,,31,0.51231825346398,79.86173059768065,7162,8968
73,73_trigger,,31,0.2713285117118514,92.16101694915254,8265,8968
51,51_trigger,,31,0.015499150306551347,99.9442462087422,8963,8968
74,74_trigger,,31,0.0064337122919119515,99.74353256021409,8945,8968
3,3_trigger,,31,0.560944712449141,95.41703835860838,8557,8968
18,18_trigger,,31,0.01833455792373174,99.75468331846565,8946,8968
29,29_trigger,,31,0.016809279909133112,99.72123104371097,8943,8968
62,62_trigger,,31,0.019626814977589488,99.26404995539697,8902,8968
33,33_trigger,,31,0.43792446573114524,93.49910793933988,8385,8968
88,88_trigger,,31,0.20743722426742447,96.49866190900981,8654,8968
global,combine,,31,4.081228819412381,3.6909009812667257,331,8968
global,global_in_41_trigger,,31,5.04180246926545,1.0035682426404995,90,8968
global,global_in_73_trigger,,31,5.0034386977673,1.0147190008920606,91,8968
global,global_in_51_trigger,,31,4.7522508104819465,1.3492417484388939,121,8968
global,global_in_74_trigger,,31,4.081228736040318,3.6909009812667257,331,8968
global,global_in_3_trigger,,31,5.041802394826108,1.0035682426404995,90,8968
global,global_in_18_trigger,,31,5.00343870329708,1.0147190008920606,91,8968
global,global_in_29_trigger,,31,4.752250989987104,1.3492417484388939,121,8968
global,global_in_62_trigger,,31,4.081229019335186,3.6909009812667257,331,8968
global,global_in_33_trigger,,31,5.04180261176362,1.0035682426404995,90,8968
global,global_in_88_trigger,,31,5.003438582067294,1.0147190008920606,91,8968
41,41_trigger,,32,0.5146384485910026,86.8978590544157,7793,8968
73,73_trigger,,32,0.1565356441207702,98.39429081177519,8824,8968
51,51_trigger,,32,0.021623099625715445,99.69892952720785,8941,8968
74,74_trigger,,32,0.007400695829828587,99.74353256021409,8945,8968
3,3_trigger,,32,0.4520438784578887,96.19759143621766,8627,8968
18,18_trigger,,32,0.014426528852529338,99.73238180196253,8944,8968
29,29_trigger,,32,0.00642653334766201,99.86619090098127,8956,8968
62,62_trigger,,32,0.018619864583432916,99.25289919714541,8901,8968
33,33_trigger,,32,0.38904708009761535,93.22033898305084,8360,8968
88,88_trigger,,32,0.171049029299662,98.450044603033,8829,8968
global,combine,,32,3.974721912397645,3.467885816235504,311,8968
global,global_in_41_trigger,,32,5.005417547302518,0.825156110615522,74,8968
global,global_in_73_trigger,,32,4.960205594946719,0.8586083853702051,77,8968
global,global_in_51_trigger,,32,4.700909899559328,1.2711864406779663,114,8968
global,global_in_74_trigger,,32,3.9747216395242844,3.467885816235504,311,8968
global,global_in_3_trigger,,32,5.005417550280092,0.825156110615522,74,8968
global,global_in_18_trigger,,32,4.960205505619508,0.8586083853702051,77,8968
global,global_in_29_trigger,,32,4.700909899984695,1.2711864406779663,114,8968
global,global_in_62_trigger,,32,3.974721943024117,3.467885816235504,311,8968
global,global_in_33_trigger,,32,5.005417490728618,0.825156110615522,74,8968
global,global_in_88_trigger,,32,4.96020561111069,0.8586083853702051,77,8968
41,41_trigger,,33,0.4406805994465987,87.02051739518288,7804,8968
73,73_trigger,,33,0.13305441137938281,98.76226583407671,8857,8968
51,51_trigger,,33,0.01812989758884237,99.84388938447815,8954,8968
74,74_trigger,,33,0.007876230558412885,99.72123104371097,8943,8968
3,3_trigger,,33,0.6702259695498035,90.70026761819804,8134,8968
18,18_trigger,,33,0.01700703967462338,99.542818911686,8927,8968
29,29_trigger,,33,0.013555878065493254,99.72123104371097,8943,8968
62,62_trigger,,33,0.021658678327153402,99.1413916146298,8891,8968
33,33_trigger,,33,0.4278855791961796,96.46520963425513,8651,8968
88,88_trigger,,33,0.03409198088360407,99.66547725245317,8938,8968
global,combine,,33,4.0728359264948875,4.125780553077609,370,8968
global,global_in_41_trigger,,33,5.110797007524148,0.9255129348795719,83,8968
global,global_in_73_trigger,,33,5.060176406982857,0.9812667261373774,88,8968
global,global_in_51_trigger,,33,4.778586468454135,1.4161462979482604,127,8968
global,global_in_74_trigger,,33,4.072835707430538,4.125780553077609,370,8968
global,global_in_3_trigger,,33,5.110797002845104,0.9255129348795719,83,8968
global,global_in_18_trigger,,33,5.060176358065576,0.9812667261373774,88,8968
global,global_in_29_trigger,,33,4.778586408902661,1.4161462979482604,127,8968
global,global_in_62_trigger,,33,4.072835575353876,4.125780553077609,370,8968
global,global_in_33_trigger,,33,5.110797158104304,0.9255129348795719,83,8968
global,global_in_88_trigger,,33,5.060176261081747,0.9812667261373774,88,8968
41,41_trigger,,34,0.46310888447472287,87.27698483496877,7827,8968
73,73_trigger,,34,0.052284313060914855,99.55396966993756,8928,8968
51,51_trigger,,34,0.0081654239919894,99.93309545049064,8962,8968
74,74_trigger,,34,0.013118296424324806,99.47591436217664,8921,8968
3,3_trigger,,34,0.47706759031812174,95.11596788581623,8530,8968
18,18_trigger,,34,0.011035661764125557,99.78813559322035,8949,8968
29,29_trigger,,34,0.0063518805431001,99.8550401427297,8955,8968
62,62_trigger,,34,0.016548090204873796,99.37555753791257,8912,8968
33,33_trigger,,34,0.3524367676634112,96.83318465655665,8684,8968
88,88_trigger,,34,0.06108204159722809,99.09678858162356,8887,8968
global,combine,,34,3.657646121987267,4.9955396966993755,448,8968
global,global_in_41_trigger,,34,4.858689886666535,0.9143621766280107,82,8968
global,global_in_73_trigger,,34,4.793778191497558,1.0147190008920606,91,8968
global,global_in_51_trigger,,34,4.478884754810452,1.5722569134701159,141,8968
global,global_in_74_trigger,,34,3.6576466360440967,4.9955396966993755,448,8968
global,global_in_3_trigger,,34,4.858689909211022,0.9143621766280107,82,8968
global,global_in_18_trigger,,34,4.793778219146456,1.0147190008920606,91,8968
global,global_in_29_trigger,,34,4.478884865406046,1.5722569134701159,141,8968
global,global_in_62_trigger,,34,3.6576460005447973,4.9955396966993755,448,8968
global,global_in_33_trigger,,34,4.858689918994478,0.9143621766280107,82,8968
global,global_in_88_trigger,,34,4.793778388442789,1.0147190008920606,91,8968
41,41_trigger,,35,0.3991300093340725,90.80062444246208,8143,8968
73,73_trigger,,35,0.13569643894122393,99.42016057091882,8916,8968
51,51_trigger,,35,0.0036178225082080283,99.96654772524532,8965,8968
74,74_trigger,,35,0.0122502184731875,99.46476360392506,8920,8968
3,3_trigger,,35,0.4454243821719201,96.88893844781445,8689,8968
18,18_trigger,,35,0.006518582668467811,99.89964317573595,8959,8968
29,29_trigger,,35,0.014277693796421033,99.71008028545941,8942,8968
62,62_trigger,,35,0.027519848710299867,98.89607493309545,8869,8968
33,33_trigger,,35,0.3094740274173675,98.55040142729705,8838,8968
88,88_trigger,,35,0.0072377671680893384,99.92194469223907,8961,8968
global,combine,,35,4.178603424545274,4.047725245316681,363,8968
global,global_in_41_trigger,,35,5.345703792827242,0.6913470115967886,62,8968
global,global_in_73_trigger,,35,5.272162784964351,0.7247992863514718,65,8968
global,global_in_51_trigger,,35,4.954186164088593,1.1485280999107939,103,8968
global,global_in_74_trigger,,35,4.1786035457750605,4.047725245316681,363,8968
global,global_in_3_trigger,,35,5.345703561852598,0.6913470115967886,62,8968
global,global_in_18_trigger,,35,5.272163005730172,0.7247992863514718,65,8968
global,global_in_29_trigger,,35,4.954186130271864,1.1485280999107939,103,8968
global,global_in_62_trigger,,35,4.178603259502618,4.047725245316681,363,8968
global,global_in_33_trigger,,35,5.345703783043786,0.6913470115967886,62,8968
global,global_in_88_trigger,,35,5.2721628504709726,0.7247992863514718,65,8968
41,41_trigger,,36,0.25817105772237925,99.30865298840321,8906,8968
73,73_trigger,,36,0.01838475130963655,99.81043710972347,8951,8968
51,51_trigger,,36,0.0058558232093439255,99.95539696699376,8964,8968
74,74_trigger,,36,0.0077437668491018245,99.65432649420161,8937,8968
3,3_trigger,,36,0.4407397879754508,99.40900981266726,8915,8968
18,18_trigger,,36,0.006341825152230578,99.86619090098127,8956,8968
29,29_trigger,,36,0.007194109116477375,99.84388938447815,8954,8968
62,62_trigger,,36,0.026873536063790202,98.86262265834077,8866,8968
33,33_trigger,,36,0.20554911893568967,98.08206958073148,8796,8968
88,88_trigger,,36,0.008553924662518805,99.8550401427297,8955,8968
global,combine,,36,3.459553881695396,6.445138269402319,578,8968
global,global_in_41_trigger,,36,4.849100987470969,0.9032114183764496,81,8968
global,global_in_73_trigger,,36,4.7524211613011085,1.0147190008920606,91,8968
global,global_in_51_trigger,,36,4.3758469916793725,1.694915254237288,152,8968
global,global_in_74_trigger,,36,3.4595536190308596,6.445138269402319,578,8968
global,global_in_3_trigger,,36,4.849100822428313,0.9032114183764496,81,8968
global,global_in_18_trigger,,36,4.752421031563969,1.0147190008920606,91,8968
global,global_in_29_trigger,,36,4.3758468385470115,1.694915254237288,152,8968
global,global_in_62_trigger,,36,3.4595536994253493,6.445138269402319,578,8968
global,global_in_33_trigger,,36,4.849100948337143,0.9032114183764496,81,8968
global,global_in_88_trigger,,36,4.752421122805334,1.0147190008920606,91,8968
41,41_trigger,,37,0.19199407564594106,97.56913470115968,8750,8968
73,73_trigger,,37,0.006420657883816125,99.96654772524532,8965,8968
51,51_trigger,,37,0.002260947673428674,99.98884924174844,8967,8968
74,74_trigger,,37,0.00558140539124078,99.74353256021409,8945,8968
3,3_trigger,,37,0.5078382174634806,88.25825156110616,7915,8968
18,18_trigger,,37,0.002630645754006853,99.9442462087422,8963,8968
29,29_trigger,,37,0.010267453316252688,99.78813559322035,8949,8968
62,62_trigger,,37,0.012706325415796646,99.44246208742194,8918,8968
33,33_trigger,,37,0.027522708845127915,99.29750223015165,8905,8968
88,88_trigger,,37,0.004274522425211388,99.88849241748439,8958,8968
global,combine,,37,3.9882300633814163,5.073595004460303,455,8968
global,global_in_41_trigger,,37,5.382116071461143,0.6021409455842998,54,8968
global,global_in_73_trigger,,37,5.270747912557502,0.6801962533452275,61,8968
global,global_in_51_trigger,,37,4.892523009260247,1.2265834076717217,110,8968
global,global_in_74_trigger,,37,3.988230085713219,5.073595004460303,455,8968
global,global_in_3_trigger,,37,5.382116159937618,0.6021409455842998,54,8968
global,global_in_18_trigger,,37,5.27074774666411,0.6801962533452275,61,8968
global,global_in_29_trigger,,37,4.8925232355558474,1.2265834076717217,110,8968
global,global_in_62_trigger,,37,3.988230151432524,5.073595004460303,455,8968
global,global_in_33_trigger,,37,5.3821160957071,0.6021409455842998,54,8968
global,global_in_88_trigger,,37,5.2707476671203555,0.6801962533452275,61,8968
41,41_trigger,,38,0.08158984495182318,98.37198929527207,8822,8968
73,73_trigger,,38,0.010404040717106914,99.87734165923283,8957,8968
51,51_trigger,,38,0.006083450377696542,99.9442462087422,8963,8968
74,74_trigger,,38,0.009009302795771609,99.5985727029438,8932,8968
3,3_trigger,,38,0.1919439304736339,98.81801962533451,8862,8968
18,18_trigger,,38,0.0019755709551980928,99.93309545049064,8962,8968
29,29_trigger,,38,0.004634955005054998,99.86619090098127,8956,8968
62,62_trigger,,38,0.020957196732741233,99.18599464763605,8895,8968
33,33_trigger,,38,0.019190684288248328,99.542818911686,8927,8968
88,88_trigger,,38,0.003461473218021273,99.89964317573595,8959,8968
global,combine,,38,3.376420046579189,8.028545941123996,720,8968
global,global_in_41_trigger,,38,4.999202838867078,0.825156110615522,74,8968
global,global_in_73_trigger,,38,4.8544520438515,0.9589652096342551,86,8968
global,global_in_51_trigger,,38,4.411601303731832,1.9067796610169492,171,8968
global,global_in_74_trigger,,38,3.3764199572519784,8.028545941123996,720,8968
global,global_in_3_trigger,,38,4.999202768681413,0.825156110615522,74,8968
global,global_in_18_trigger,,38,4.854451993658115,0.9589652096342551,86,8968
global,global_in_29_trigger,,38,4.411601275444881,1.9067796610169492,171,8968
global,global_in_62_trigger,,38,3.3764197322324807,8.028545941123996,720,8968
global,global_in_33_trigger,,38,4.999203012842456,0.825156110615522,74,8968
global,global_in_88_trigger,,38,4.854451985576129,0.9589652096342551,86,8968
41,41_trigger,,39,0.06351518660225472,98.87377341659233,8867,8968
73,73_trigger,,39,0.00578554663067745,99.95539696699376,8964,8968
51,51_trigger,,39,0.004885908927399595,99.97769848349688,8966,8968
74,74_trigger,,39,0.011622196946146272,99.542818911686,8927,8968
3,3_trigger,,39,0.052363685316453544,99.62087421944692,8934,8968
18,18_trigger,,39,0.00209284606573515,99.93309545049064,8962,8968
29,29_trigger,,39,0.01065367313324541,99.75468331846565,8946,8968
62,62_trigger,,39,0.020656786324525212,99.21944692239072,8898,8968
33,33_trigger,,39,0.017721186712696603,99.55396966993756,8928,8968
88,88_trigger,,39,0.0026700959569747776,99.9107939339875,8960,8968
global,combine,,39,3.9177626976469178,5.831846565566458,523,8968
global,global_in_41_trigger,,39,5.477205252243301,0.5575379125780553,50,8968
global,global_in_73_trigger,,39,5.321361247393619,0.6801962533452275,61,8968
global,global_in_51_trigger,,39,4.900861232223306,1.3157894736842104,118,8968
global,global_in_74_trigger,,39,3.9177628039888353,5.831846565566458,523,8968
global,global_in_3_trigger,,39,5.477205503210226,0.5575379125780553,50,8968
global,global_in_18_trigger,,39,5.321360872219334,0.6801962533452275,61,8968
global,global_in_29_trigger,,39,4.900861345371107,1.3157894736842104,118,8968
global,global_in_62_trigger,,39,3.9177625211193345,5.831846565566458,523,8968
global,global_in_33_trigger,,39,5.477205227997343,0.5575379125780553,50,8968
global,global_in_88_trigger,,39,5.321361019396548,0.6801962533452275,61,8968
41,41_trigger,,40,0.02608173461522937,99.72123104371097,8943,8968
73,73_trigger,,40,0.005592030471703411,99.92194469223907,8961,8968
51,51_trigger,,40,0.006319067428465085,99.95539696699376,8964,8968
74,74_trigger,,40,0.004304501649738682,99.82158786797503,8952,8968
3,3_trigger,,40,0.030174445118306473,99.43131132917038,8917,8968
18,18_trigger,,40,0.0010396252415719785,99.96654772524532,8965,8968
29,29_trigger,,40,0.007202460560166708,99.78813559322035,8949,8968
62,62_trigger,,40,0.022115302266078763,99.08563782337198,8886,8968
33,33_trigger,,40,0.016430821720042153,99.49821587867976,8923,8968
88,88_trigger,,40,0.002211577023699947,99.89964317573595,8959,8968
global,combine,,40,3.378119233460643,9.455842997323819,848,8968
global,global_in_41_trigger,,40,5.190933549967756,0.6913470115967886,62,8968
global,global_in_73_trigger,,40,4.9897300276131,0.9812667261373774,88,8968
global,global_in_51_trigger,,40,4.502244713687131,2.029438001784121,182,8968
global,global_in_74_trigger,,40,3.3781190747985024,9.455842997323819,848,8968
global,global_in_3_trigger,,40,5.1909335372067265,0.6913470115967886,62,8968
global,global_in_18_trigger,,40,4.989730181170828,0.9812667261373774,88,8968
global,global_in_29_trigger,,40,4.5022452917617946,2.029438001784121,182,8968
global,global_in_62_trigger,,40,3.3781192562178135,9.455842997323819,848,8968
global,global_in_33_trigger,,40,5.190933905575129,0.6913470115967886,62,8968
global,global_in_88_trigger,,40,4.989729944241036,0.9812667261373774,88,8968
41,41_trigger,,41,0.014360037282521335,99.8550401427297,8955,8968
73,73_trigger,,41,0.003595065285412663,99.95539696699376,8964,8968
51,51_trigger,,41,0.002740000387492534,99.98884924174844,8967,8968
74,74_trigger,,41,0.007201518938479972,99.67662801070473,8939,8968
3,3_trigger,,41,0.04334194004538998,98.95182872435325,8874,8968
18,18_trigger,,41,0.00801724296795947,99.77698483496877,8948,8968
29,29_trigger,,41,0.016443765075414347,99.53166815343444,8926,8968
62,62_trigger,,41,0.01297373741700628,99.46476360392506,8920,8968
33,33_trigger,,41,0.007592508811796505,99.7992863514719,8950,8968
88,88_trigger,,41,0.0012313062640433104,99.95539696699376,8964,8968
global,combine,,41,3.697873177005179,7.3037466547725245,655,8968
global,global_in_41_trigger,,41,5.43072867244615,0.5575379125780553,50,8968
global,global_in_73_trigger,,41,5.217477621508963,0.7247992863514718,65,8968
global,global_in_51_trigger,,41,4.757701734258701,1.5388046387154326,138,8968
global,global_in_74_trigger,,41,3.697872715693941,7.3037466547725245,655,8968
global,global_in_3_trigger,,41,5.43072866691637,0.5575379125780553,50,8968
