0,      2.277716,       18.809999
1,      2.207786,       24.469999
2,      2.104693,       26.760000
3,      2.018784,       28.349998
4,      1.955477,       30.429998
5,      1.910777,       31.559999
6,      1.873640,       32.969997
7,      1.837238,       34.329998
8,      1.798924,       35.450001
9,      1.761952,       36.419998
10,     1.725093,       37.910000
11,     1.695720,       38.660000
12,     1.669346,       39.129997
13,     1.643497,       40.340000
14,     1.620380,       41.239998
15,     1.598970,       41.789997
16,     1.579111,       42.349998
17,     1.560452,       43.489998
18,     1.541487,       44.259998
19,     1.529459,       44.980000
20,     1.518811,       45.329998
21,     1.510387,       45.669998
22,     1.502033,       46.139999
23,     1.494251,       46.439999
24,     1.486645,       46.770000
25,     1.478816,       46.949997
26,     1.471491,       47.459999
27,     1.463294,       47.860001
28,     1.455870,       48.199997
29,     1.448641,       48.270000
