0,      2.282973,       15.629999
1,      2.226600,       23.820000
2,      2.127542,       25.619999
3,      2.042279,       27.490000
4,      1.974819,       29.359999
5,      1.926218,       31.379999
6,      1.892065,       32.439999
7,      1.860569,       33.809998
8,      1.828273,       35.049999
9,      1.794590,       35.959999
10,     1.759865,       36.840000
11,     1.727339,       38.349998
12,     1.697135,       39.070000
13,     1.668726,       40.099998
14,     1.642009,       40.660000
15,     1.617967,       41.709999
16,     1.595803,       42.369999
17,     1.576307,       43.039997
18,     1.556994,       43.820000
19,     1.540286,       44.259998
20,     1.530263,       44.980000
21,     1.521080,       45.129997
22,     1.511439,       45.709999
23,     1.503245,       45.949997
24,     1.494588,       46.149998
25,     1.486555,       46.329998
26,     1.478088,       46.699997
27,     1.470986,       46.949997
28,     1.462915,       47.079998
29,     1.454467,       47.289997
