0,      2.262728,       20.209999
1,      2.133502,       25.039999
2,      2.014966,       28.250000
3,      1.932506,       30.849998
4,      1.880648,       32.219997
5,      1.831606,       34.299999
6,      1.778429,       35.709999
7,      1.725715,       37.410000
8,      1.681979,       38.899998
9,      1.644954,       40.360001
10,     1.612185,       41.180000
11,     1.583438,       42.709999
12,     1.558901,       43.349998
13,     1.535739,       44.369999
14,     1.515314,       45.099998
15,     1.495992,       46.099998
16,     1.476981,       47.070000
17,     1.461978,       47.570000
18,     1.446479,       48.000000
19,     1.433032,       48.399998
20,     1.416316,       49.349998
21,     1.401703,       49.529999
22,     1.386917,       50.219997
23,     1.376080,       50.509998
24,     1.360323,       51.209999
25,     1.347944,       51.809998
26,     1.336395,       52.109997
