0,      2.286030,       17.369999
1,      2.235706,       24.029999
2,      2.101784,       26.529999
3,      1.987719,       29.160000
4,      1.924177,       30.920000
5,      1.879220,       32.849998
6,      1.837522,       34.119999
7,      1.795135,       35.619999
8,      1.754289,       37.270000
9,      1.715704,       38.649998
10,     1.682839,       39.369999
11,     1.653991,       40.230000
12,     1.630141,       41.289997
13,     1.607974,       42.079998
14,     1.587373,       42.889999
15,     1.569423,       43.629997
16,     1.552924,       44.110001
17,     1.538166,       44.739998
18,     1.525129,       45.149998
19,     1.515067,       45.529999
20,     1.505334,       46.000000
21,     1.496803,       46.379997
22,     1.489063,       46.610001
23,     1.481283,       46.899998
24,     1.473894,       47.250000
25,     1.466534,       47.320000
26,     1.459376,       47.529999
27,     1.452324,       47.849998
28,     1.445243,       48.110001
29,     1.438575,       48.360001
